,reviewer_name,review_date,review,mojo_name,rt_name
202,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
203,error,error,no reviews found,Jurassic World,Jurassic World Dominion - Movie Reviews
204,Armando C,2h ago,"simply ew, i rather watch net geo",The Lion King,The Lion King - Movie Reviews
205,Dastin Lingkar R,2d ago,"I dont care what critics said, this movie is amazing",The Lion King,The Lion King - Movie Reviews
206,Michael D,5d ago,"This is not as good as the cartoon original as I grew up with, as the aesthetic caution and predictability wear down in the second half but it was watchable and enjoyable. The music doesn't play the same role in this film as it did in the animated version, so that takes it down a notch for me.",The Lion King,The Lion King - Movie Reviews
207,Vasil P,"Nov 20, 2021","It's OK, but if you want the real Lion King experience, watch the original.",The Lion King,The Lion King - Movie Reviews
208,"Nov 06, 2021","A musical, kind, nostalgic film. A good plot and drawing of characters.",FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
209,Floof F,"Nov 03, 2021","Did someone take Netflix's CGI and a rendition of the Lion King story that had too much time in the microwave and say ""yeah, this is a good idea""? Because it wasn't.",The Lion King,The Lion King - Movie Reviews
210,Michael,Verified,"Nov 03, 2021",The Lion King,The Lion King - Movie Reviews
211,JACOBJORDANJAKE B,"Oct 26, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,The Lion King,The Lion King - Movie Reviews
212,Marcin S,"Oct 17, 2021",Why does this movie exist? Hint: it has nothing to do with artistic integrity or making a good product. Just wow.,The Lion King,The Lion King - Movie Reviews
213,Joey V,"Oct 06, 2021",What this movie lacks in originality it more than makes up for with its out of this world visuals the detailing on the animal's fur is some of the best CGI I've ever seen in any movie (its especially amazing on the big screen) it almost feels like a national geographic documentary and shows how far computer rendering technology has come unfortunatley Disney has turned one of their best movies ever into a lazy cash grab by doing a shot for shot remake despite that they still put alot of effort into researching African wildlife and making it as realistic as possible I love what they did with the hyena queen character she is much more viscous and scary than the original her fight with Nala was better than simba vs scar. scars death is even darker and more graphic than the original they actually show him being eaten alive by hyenas if only they brought back Jeremy irons to voice him despite the fact that Disney copied and pasted the story of the original its still visually stunning and definitely worth the watch,The Lion King,The Lion King - Movie Reviews
214,Jon M,"Sep 23, 2021","The word ""soulless"" covers most of my issue. The voice acting was entirely lacking heart, and in some cases was simply given poor direction. (Mufasa roars, and asks ""Is that a challenge?"" As if he's inviting Scar to tea.) John Oliver was entirely out of his depth, Ejiofor gives zero malice to the role, Beyonce over-sings every line, and Seth Rogen's perfectly played irreverence stands as the one bright spot. Disney took a swing and a miss with this one.",The Lion King,The Lion King - Movie Reviews
215,Jayden D,"Sep 22, 2021","I have NOT been a fan of the rehashed remakes that Disney have put out as of late (Beauty & The Beast, Aladdin, Mulan...UGH...,Lady & The Tramp...not bad but mediocre) though I have 2 exceptions, The Jungle Book and this latest rendition of The Lion King. To be real, there's never gonna be a Lion King rendition that's gonna come anywhere close to the 1994 classic, let's be honest with ourselves. However for it's credit, this remake did not want to make me leave the theater in disgust. If anything it's a good movie that it's worth a watch, you just gotta dial down your expectations of the movie because some parts of it are kinda watered down and a bit of filler moments are put in there too which would explain this movie being 25 minutes longer than the original. Other than that, it does follow the script to the letter and makes for a good nostalgia high with modernized graphics. Props to the CGI team, this movie does look beautiful, probably the highest mark of the movie. It's not a bad Disney movie at all, the unfortunate part is that it does not surpass what the animated classic has already brought out to us and those are shoes that are almost impossible to fill so I can understand this movie falling short in some parts. It does make for a good comparison of what is being brought to this generation versus what my generation got as a kid growing up in the 90's.",The Lion King,The Lion King - Movie Reviews
216,Katie C,"Sep 16, 2021","This film might have been okay if we hadn't had the original. The look of the film is fantastic but this makes it loose all its character. Some of the voice actors are really poor, it just feels like they are trying to imitate the original cast but failing miserably. I wish I could say positives about it but really the only good thing is the CGI it's nowhere near as good as the original.",The Lion King,The Lion King - Movie Reviews
217,JAKEJACOBJORDANJAKE B,"Sep 16, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌟🌟🌟🌟🌟,The Lion King,The Lion King - Movie Reviews
218,Helena G,"Sep 13, 2021","Disgusting cheap unoriginal rip off,ugly landscapes,expressionless faces souless CGI replacing soulful 2d hand drawing animation ,stop runing my childhood bring back 2d animation",The Lion King,The Lion King - Movie Reviews
219,Paul J,"Sep 11, 2021","Voice acting and songs were poorer, yes visually appealing but nothing is improved. I was just left wishing I was watching the animated original",The Lion King,The Lion King - Movie Reviews
220,Corey B,"Sep 10, 2021","Being even better than the original, this film is nothing but an unforgettable masterpiece.",The Lion King,The Lion King - Movie Reviews
221,Tarek F,"Aug 29, 2021","Why would you try to tell an incredibly emotional story with characters that have the same face for the entire movie? It is based on a cartoon, not a documentary",The Lion King,The Lion King - Movie Reviews
222,Tobby O,Verified,"Aug 22, 2021",The Lion King,The Lion King - Movie Reviews
223,Pedro Miguel D,"Aug 17, 2021","Despite not having the same impact as the original, it's impossible not to feel the nostalgia pulsing inside us. (7/10)",The Lion King,The Lion King - Movie Reviews
224,Emil N,"Aug 11, 2021",Horrible!!!! Disney should be ashamed for the disgrace they brought to this fantastic story!!,The Lion King,The Lion King - Movie Reviews
225,Lo H,"Aug 09, 2021","This was SO, so bad. It could have been incredible, the animation is outstanding, but unfortunately it is outshined by the horrendous casting. Disney fans didn't want celebrities, they wanted talent. Horrible all the way through.",The Lion King,The Lion King - Movie Reviews
226,Michael C,"Aug 02, 2021",Voice acting was terrible. The songs were redone horribly. Not worth watching.,The Lion King,The Lion King - Movie Reviews
227,r b,"Jul 31, 2021",Not good. Just watch the original movie,The Lion King,The Lion King - Movie Reviews
228,Tolkien A,"Jul 30, 2021",Just watch the 1994 one.,The Lion King,The Lion King - Movie Reviews
229,Kyle L,"Jul 18, 2021","Was it as good as the original? No. But this remake still manages to be a fun time, and the story is still as great as it was in 1994. And if the biggest complaint is it was too similar to the A+ original film, then that's a complaint I can sit through.",The Lion King,The Lion King - Movie Reviews
230,Sebastin F,"Jul 08, 2021",I would watch this movie every day without getting tired of it.,The Lion King,The Lion King - Movie Reviews
231,huyqiwd s,"Jun 25, 2021",waste of time do not watch it,The Lion King,The Lion King - Movie Reviews
232,Dustin D,"Jun 14, 2021","The Lion King remake is not a bad film per se, but it is a soulless product made for the Chinese market that missed out on the much superior original (which deprived Disney of box office revenue). I found myself constantly comparing it to the original, which was distracting, but unavoidable since it is essentially the same script with many of the same visual cues, while also being confused by the ""realistic"" animation. When Mufasa dies, Simba's reaction is pretty much impossible to read. The characters were less sympathetic as the animation wasn't as expressive as the original, which made this one a bore.",The Lion King,The Lion King - Movie Reviews
233,"Jun 11, 2021",Maybe the worst movie of 2019 I never felt emotion in this crash grab cgi was way off Aladdin is better with acting,FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
234,Lorenzo C,"Jun 08, 2021",Incredible. It was like coming back kids.,The Lion King,The Lion King - Movie Reviews
235,Ero O,"May 28, 2021","souless, pointless, only a sad feling at the end",The Lion King,The Lion King - Movie Reviews
236,"May 27, 2021","Disney gives us a beautifully animated remake of their already perfected original 'The Lion King'. The animation just revamps the original even more on its own, but the incredible and diverse cast take the extra step that is needed. The soundtrack is nostalgic and brings back all of the excitement of the original. Even though it is an exact copy of the original, it is so beautiful and the behind the scenes changes were enough to make the film still enjoyable.",FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
237,Irish D,"May 22, 2021",the imagery is beautiful but it's the same story with the animated one. Should this have been remade? or not? maybe not.,The Lion King,The Lion King - Movie Reviews
238,Jeff B,"May 14, 2021",The first half is quite good. Young Simba is actually watchable and Scar is menacing. But adult Simba and Nala are way to bland and I didn't feel they liked each other and the voice overs aren't the best. Also I feel more could've happened and other elements to the story should've been added. But the first half is at its best.,The Lion King,The Lion King - Movie Reviews
239,"May 09, 2021",Horrible acting. Boring,FLAG THIS REVIEW,The Lion King,The Lion King - Movie Reviews
240,Jesse D,"May 05, 2021","6.75/10. This adaptation of the cartoon classic is a nearly beat-for-beat, shot-for-shot retread of it's forbearer. It feels less like a remake or re-imagining than a remaster - viewers who want a new spin on a classic will be disappointed to find they are paying to see a movie they've already seen (albeit with a new coat of paint). While it's a shame that director/producer Jon Favreau added nothing new to this tale (despite proving his capabilities with 2016's vivid and fresh 'The Jungle Book') it manages to retain the soul of the original and is sufficiently entertaining. Excellent voice and vocal performances couple with stunningly life-like depictions of wild Africa and it's animal inhabitants to satisfy fans hoping to relive an old favorite, while offering new viewers an experience approximate to what the rest of us experienced in 1994, albeit with less facially emotive animals.",The Lion King,The Lion King - Movie Reviews
241,Kauane B,"May 05, 2021","I already love the 1994 Lion King movie, and of course I LOVED it Live Action too! Awesome animation, great reemakes of songs that are chilling, new scenes that I didn't have in the first movie, awesome, I just love The Lion King, both the old and the new! 🦁😍🥰😍🦁",The Lion King,The Lion King - Movie Reviews
242,Avery S,"Apr 30, 2021","Please don't watch this. It is literally the same experience as the 1994 movie. It is ultimately inferior in every way. Yeah the cgi is insanely impressive, but along the way they lost all of the expression that the original had. Everything else is as a direct of an adaptation you can. You like the genius story telling of the original, it's here. You like the well developed themes of the original, it's here. You like the vibrant and beautiful songs of the original, they're here, but with inferior visuals. What a cash grab.",The Lion King,The Lion King - Movie Reviews
243,Shayna B,"Apr 25, 2021",Don't mess with the original. What's the point of redoing the same exact movie but doing it badly? Just watched the animated version unless you want to be disappointed.,The Lion King,The Lion King - Movie Reviews
244,Rdolfs V,"Nov 13, 2021",I wish for a director's cut.,The Avengers,The Avengers - Movie Reviews
245,Graeme F,"Jul 16, 2021",A ghastly pastiche that has offended everyone by treading on sacred ground in a hackneyed attempt to replicate something great.,The Avengers,The Avengers - Movie Reviews
246,Matt C,"Jul 08, 2021",IT IS THE WORST MOVIE THAT HAS EVER BEEN MADE!,The Avengers,The Avengers - Movie Reviews
247,Mr Q,"May 22, 2021",What's the point of having Eddie Izzard in your movie if you never let him speak?,The Avengers,The Avengers - Movie Reviews
248,Shayne P,"May 15, 2021",One word : Disastrous.,The Avengers,The Avengers - Movie Reviews
249,Fone M,"Dec 22, 2020",it wasnt even reviewd by common sense media,The Avengers,The Avengers - Movie Reviews
250,Robert P,"Dec 07, 2020",A fair attempt to bring the old Avengers back from Dead TV shows. But nothing can beat Emma Peel.,The Avengers,The Avengers - Movie Reviews
251,Jake C,"Nov 22, 2020",Too bad Thanos didn't snap these Avengers out of existence.,The Avengers,The Avengers - Movie Reviews
252,Liam D,"Aug 27, 2020","Well this was bad You have a talented Director and a superb cast but when you have bad writing,eff effects and bad editing this is one of the worst movies I ever seen and one of the worst movie ever made plus it's a disgrace to the groovy 60s spy tv show of the same name. This Thriller has clones bears and invisible man oh my indeed!",The Avengers,The Avengers - Movie Reviews
253,Steve D,"Jul 05, 2020",Pure cheese but entertainingly so.,The Avengers,The Avengers - Movie Reviews
254,Leigh P,"May 29, 2020","Proof that the wrong actors with the wrong script in a film made by the wrong people is inevitably doomed to fail, and what a disappointment. As a super fan of the classic '60's British TV show, this film is an abomination and an insult to fans of the original program. Shameful.",The Avengers,The Avengers - Movie Reviews
255,Dalton T,"Feb 19, 2020","Today's Viewing: 1998's ""The Avengers"". No, Not The ""Avengers"" YOU'RE Probably Thinking Of. This Action Spy Film, Based On The 1960s Espionage TV Series By Sydney Newman (Which I Have Not Seen, Honestly), Is EXTREMELY Underwhelming To Bear! The Story, The Characters, The Lines, The Sets, EVERYTHING Is Ungodly Boring & Nonsensical. Halfway Through The 1st Act Of The Film, I Automatically Don't Like This Movie. It Happens THAT Quick! Damn! Like I Said, I Don't Feel Anything In This Flick; We Have To Sit Through Painfully Boring Chit-Chat, There's No Funny Jokes In Sight Whatsoever, &....Winnie The Pooh's ""Care Bear"" Cult?.......WTFF?!! Nothing Makes NO Sense! The Acting Is Dull, Not Even The Great Sean Connery Can Save This Movie! And As For Uma Thurman, Who's STILL A Cutie 😘, Her Acting Is, I'm Not Gonna Fib Here, Bad. Why, You May Ask? Well,...........SHE'S...NOT....BRITISH!!! 😤 There Is Nothing Else I Can Say About This Movie. Seriously, Nothing! 1998's ""The Avengers"" Is As Dull As A Rock In The Fuckin' Grass! It's A Lameass Piece Of Shit That Has Nothing To ""Avenge"" For It! Literally.",The Avengers,The Avengers - Movie Reviews
256,Rodrigo T,"Dec 17, 2019","God, where to start? Inappropriate director, action scenes that aren't exciting, Fiennes and Thurman out of tune and Sean Connery gives a devilish speech wearing a kilt. Don't pay to see how shameful all that is.",The Avengers,The Avengers - Movie Reviews
257,"Nov 30, 2019",I could be watching a better movie now...,FLAG THIS REVIEW,The Avengers,The Avengers - Movie Reviews
258,Radib R,"Nov 16, 2019","After watching 1st 15-30 minutes, I realized, this is garbage",The Avengers,The Avengers - Movie Reviews
259,william o,"Nov 03, 2019",theres not a person in this cast who isnt a great actor and the series i watched when i was in high school and loved with diana rigg and patrick macnee was so good i never missed it but what did they do to this mess just awful,The Avengers,The Avengers - Movie Reviews
260,Chris N,"Oct 21, 2019",It is what it is. A cheesy movie that isn't all that bad if watched for free...,The Avengers,The Avengers - Movie Reviews
261,Hayden P,"Oct 10, 2019","Wanted to watch this becuase it had three great stars, acting was alright but the plot wasn't.",The Avengers,The Avengers - Movie Reviews
262,Jacob B,"Oct 04, 2019","Unsure of just how seriously it's meant to be taken, this adaptation of the '60s TV show has a riveting opening act and another Oscar-worthy performance from Ralph Fiennes but after that, the movie is a poorly written and awfully edited mess with a bad performance from Uma Thurman and a cheesy attempt at a British accent and even sillier costumes - Batman & Robin's table scraps? - to go with it and blatant disregard for continuity thanks to studio interference resulting in a movie of this calibre being far too short. True, this movie is an absolute mess but if it's good for one thing, it's good for playing an April Fool's prank on your superhero-obsessed buddies.",The Avengers,The Avengers - Movie Reviews
263,Yusesito C,"Aug 11, 2019",So boring and so sense,The Avengers,The Avengers - Movie Reviews
264,Tony S,"Apr 25, 2019",I see why they opened it a day early to get some money before the reviews that it is a clunker came out.,The Avengers,The Avengers - Movie Reviews
265,"Apr 23, 2019",This is one of the worst pieces of garbage ever put to film. Must watch. Especially to see uma thurman throw down against Eddie izzard. On a high wire,FLAG THIS REVIEW,The Avengers,The Avengers - Movie Reviews
266,Arnoldo e,"Apr 23, 2019",What a horrible movie with a dumb black widow rip off and a stupid top hat guy no one cares about,The Avengers,The Avengers - Movie Reviews
267,edward s,"Apr 08, 2019","i cant lie, when it comes on its one of those movies i have to watch. its outlandish, bad plotted and acting is subpar. Ralph Fiennes though i think saves it and makes it entertaining.",The Avengers,The Avengers - Movie Reviews
268,"Feb 18, 2019",oh god... OH GOD WHY? i hated this movie,FLAG THIS REVIEW,The Avengers,The Avengers - Movie Reviews
269,Michael S,"Dec 23, 2018","As any hardcore fan of the TV series knows, no actress was ever going to be able to fill the tights of icons like Honor Blackman and Diana Rigg. The producers should have known such fans would provide not an instant audience but an army of instant deplorers many of whom notoriously refused to even see the movie. What idiot producer then provides not just one unacceptable Uma, but adds a second unacceptable Uma in the bargain (Uma's dual role as both Emma Peel and nemesis)? Poor Uma never stood a chance, given she is a notoriously verveless actress especially compared to Diana Rigg. Uma turned out to be much more suited to originating roles that she was capable of playing (see Pulp Fiction, Kill Bill). As bad an idea as casting Thurman (or anyone in a film that shouldn't have been made), there was a great idea in casting Connery as the Bondian villain and this was the only potential drawing power the film really had (it was the only reason I went to see it!). Connery appears to be having the time of his life portraying the essence of maniacal glee. The script is awful, even if the science is not gibberish it's delivered at such breakneck speed it comes off as such. The actors spout dialogue at each other to zero reaction, like each one is occupying a separate room. Fiennes is credible in the action scenes, but otherwise is so bland as to blend into the wallpaper. If Patrick MacNee had feared being outdone in the role, they turned out to be groundless. If you actually need a reason to watch this, there are a few good moments reminiscent of Peel-era idiosyncratic oddball Avengers style moments, such as the Spectre-like villains meeting at a round table disguised as different colored teddy bears.",The Avengers,The Avengers - Movie Reviews
270,Derrick F,"Oct 15, 2018","It's so bad it's hilarious. My rating does not mean The Avengers is good, it's just so weird, crazy, and stupid at the same time that I find it laughable, even the teddy bear costumes and Sean Connery's accent is silly and ridiculous XP.",The Avengers,The Avengers - Movie Reviews
271,"Sep 29, 2018",I would wrather cut my dick off and shove it up my ass than try and sit through the whole film!,FLAG THIS REVIEW,The Avengers,The Avengers - Movie Reviews
272,Dylan K,"Aug 07, 2018","ah the avengers, the Marvel Cinematic Universe' first team up which... oh wait. this movie is so boring that nobody can sit through it without a lot of drugs. to make things worse Sean Connery could have been Morpheus in The Matrix but turned that role down for this disaster.",The Avengers,The Avengers - Movie Reviews
273,Anthony G,"Feb 08, 2018",A very smug film that is woeful at times.,The Avengers,The Avengers - Movie Reviews
274,Trevor D,"Jul 15, 2017",1/10 No Tom Hiddelston,The Avengers,The Avengers - Movie Reviews
275,Ola G,"Jun 11, 2017","Dr. Emma Peel (Uma Thurman) receives a phone call telling her to go to a gentlemen's club - no women allowed - where she meets John Steed (Ralph Fiennes), agent of The Ministry, for the first time. The two head off to the Ministry to meet Mother (Jim Broadbent), who informs them the Prospero project - an attempt to influence the weather - was sabotaged apparently by Emma Peel. Dr. Peel claims she is innocent, but she is sent to work alongside Steed to find the real culprit. Mother's off-sider, Father (Fiona Shaw), claims Peel suffers from a mental disease. They go off to visit Sir August De Wynter (Sean Connery), an old ally of The Ministry. He takes an instant liking to Peel, as they both share a love of weather. Steed and Emma follow a lead to Wonderland Weather - a business that artificially creates heat or rain with a special machine - where they discover two dead men in teddy bear suits. The members of a secret organisation - led by De Wynter - all wear teddy bear suits to disguise their identities. One of them, however, looks exactly like Emma Peel. Steed arrives in time to save Peel, as the double jumps off a roof and disappears. Steed and Emma go off to visit De Wynter at his mansion but are attacked by mechanical bees. Alice (Eileen Atkins), a Ministry agent, helps them to flee; nevertheless, De Wynter captures Emma who then tries to escape but finds herself trapped due to the mansion's ever-changing floor plan. She smashes her way through a window, and Steed rescues her. Back at Steed's apartment, however, Peel is arrested by Father, as Steed visits Invisible Jones (Patrick MacNee), a man inside The Ministry, to investigate the meaning of a map Steed found at Wonderland Weather. After viewing some photos of failed genetic experiments including cloning (revealing that the other Emma Peel is a clone), Steed determines Father is working with De Wynter. Father and Peel's clone capture Peel but are confronted by Mother, who is then incapacitated. De Wynter, controlling Prospero and the weather, confronts the world's leaders. He boasts that he controls the weather, and they will have to buy the weather from him, will pay a lot for it, and will have until midnight to pay... ""The Avengers"" is a 1998 American action spy film adaptation of the British television series of the same name that ran between 1961-1969. Warner Bros., the film's distributor, refused to allow any early press-screenings for movie reviewers that most releases attempt to generate interest in; such a decision is often made when a studio and/or distributor knows a film will not be received well and pre-release reviews would only be negative. The film was originally scheduled to open earlier in June 1998 but was pushed back until August, often referred to as the late-summer ""dumping ground"" for films that are not felt to be strong or worthy enough to open on the more lucrative holiday weekends in early summer. The film was a notable failure at the box office, grossing only $48 million worldwide, compared to its budget of $60 million. Mick LaSalle, of the San Francisco Chronicle, warned against poor editing and direction, explaining; ""There's.......some business involving a dead ringer for Emma going around causing trouble, and there's some mention of the word ""cloning."" Then all talk of that is dropped. Everything is dropped. After a slow opening, the 90-minute movie jolts into climax mode. What happened to the middle? Clearly, this wasn't just edited but gutted. No doubt they did us all a favor, but it doesn't help. Instead of just being a bad picture, the missing middle makes ""The Avengers"" a bad and weird and strangely off picture. One example: There's never a moment when Emma and Steed realize who the villain is. At first, they don't know. Next, they're in a titanic battle to the death. At one point, Emma is shackled and floating around in a hot-air balloon. I don't know how she got there. I must have blinked. Due to internal wrangling at Warner Bros., the decision was made to vastly cut down the running time after test screenings, reducing the 115-minute film to 87 minutes, sacrificing much coherence and continuity in the process. Key scenes removed included the opening sequence in which ""Mrs. Peel"" infiltrates and destroys the Prospero science installation; early trailers included the scene where she says the words ""How now brown cow"" in a false telephone box to gain admittance. The movie was originally scored by composer Michael Kamen, who included the original Avengers theme; however he was unable to re-score the film after the radical editing, so was forced to drop out. The recut version of the film was scored by Joel McNeely. The original script was used for the film's novelization and included all the material which were first shot and then removed from the film. The original cut has yet to surface; Warner Bros. has no plans to release a director's cut or special edition in any form, despite that director Jeremiah Chechik has offered to recut the film for free. The film was panned by critics. The review aggregator Rotten Tomatoes consensus reads, ""A TV spinoff that lacks enough energy to spin, The Avengers is an ineptly written, woefully miscast disaster."" The purists disliked it for its disrespect to the original series (particularly the introduction of a romance between Steed and Peel - a carefully ambiguous subject in the series). Newcomers were lost by all of the misfired attempts to capture the mood of the original. Rod Dreher in the New York Post called the film ""a big fat gob of maximum crapulosity, the kind of shallow, stupid, big-budget cow pile that smells of Joel Schumacher"", referencing the previous summer's likewise poorly received Batman & Robin, which also starred Uma Thurman. David Bianculli stated, ""This Avengers film is so horrendously, painfully, and thoroughly awful that it gives other cinematic clunkers like Ishtar and Howard the Duck a good name."" Jay Boyer in the Orlando Sentinel said ""The Avengers is, without a doubt, the worst movie of the summer"". Reception in Britain was equally hostile. The Birmingham Post stated ""The Avengers is being slated by critics as the worst film ever made - such a turkey, says one, that the makers should have handed distribution to (mass turkey producer) Bernard Matthews"". Alan Jones in The Radio Times stated ""The cult 1960s TV series gets royally shafted by Hollywood in this stunningly designed blockbuster that's stunningly awful in every other department... Terrible special effects and zero chemistry between Fiennes and Thurman make this notorious disaster a total waste of everyone's time and energy."" Commenting on the truncated released cut of the film, New York Times's Janet Maslin noted, ""At a pared-down, barely rational 90 minutes, ""The Avengers"" is short but not short enough."" I did not grow up with the original ""The Avengers"" (1961-1969) but I know of the show, the main characters and the actors. This is yet another example of a film that was slaughtered in the editing room when they reduced the 115-minute film to 87 minutes, sacrificing much coherence and continuity in the process. Everything in the film feels random, campy, poor and as said there´s no coherence nor continuity which gives us a very confusing film. With A-list stars like Ralph Fiennes, Uma Thurman and Sean Connery you´d think there would be potential, but the end result is far from it. All three seems to have no idea what´s going on due to mediocre direction. I reckon charm, style and fun was the main pillars of the tv-show, but with the film all of that is not in place. It´s a weird and strange unfunny film in many ways and you really struggle to find anything that is good about it. The effects are shoddy and the script silly in an Austin Powers way. Once the colourful teddybears appears in the film you realise that this film will never recover. Trivia: Peter Bart's book ""The Gross"" covered the film's unfolding disaster in great detail. Among other facts: Warner Brothers greenlit the film largely on the strength of a star-packed cast and their appreciation of Jeremiah Chechik's work on Diabolique (1996) and were horrified when seeing what the first cut was like. The first screening took place in front of a ""largely Spanish-speaking, working class"" audience in Phoenix, Arizona, who hated the film; the studio then forced Chechik to cut many of his favorite scenes, and conduct reshoots; and the final cut went from 115 to 89 minutes, and was completely incoherent. The studio even refused to hold further test screenings, or to have an official premiere before the film's August 1998 release. Ralph Fiennes said of the film, ""I think it's a badge of honor to have a real flop on your resumé"".",The Avengers,The Avengers - Movie Reviews
276,Adam T,"May 26, 2017","The late '60s TV show The Avengers was quirky, slightly surrealist but never boring. Unfortunately, the same cannot be said for this timely film. There is absolutely no chemistry between the two leads, no witty repartee (only patronising English cultural cliches like ""Do you fancy a cup of tea?"") and Sean Connery should be memorable as the villain but is given little screen time to make an impression. It is basically the worst kind of British movie- that being a British movie with a Hollywood mentality. Terrible, just bloody terrible old chap.",The Avengers,The Avengers - Movie Reviews
277,Adam T,"Feb 12, 2017","The late '60s TV show The Avengers was quirky, slightly surrealist but never boring. Unfortunately, the same cannot be said for this timely film. There is absolutely no chemistry between the two leads, no witty repartee (only patronising English cultural cliches like ""Do you fancy a cup of tea?"") and Sean Connery should be memorable as the villain but is given little screen time to make an impression. It is basically the worst kind of British movie- that being a British movie with a Hollywood mentality. Terrible, just bloody terrible old chap.",The Avengers,The Avengers - Movie Reviews
278,Charlie M,"May 26, 2016",Failed attempt at remaking the 1960s TV show.,The Avengers,The Avengers - Movie Reviews
279,Abel D,"Mar 28, 2016","Butchered by studio interference, this maimed version of Chechik take on the 60s classic is oddly fascinating, if bungled. A game cast and good production values are let down by unbalanced tone, a choppy plot and a series of lame, trimmed gags.",The Avengers,The Avengers - Movie Reviews
280,Scott R,"Mar 24, 2016",Saw this a long time ago and it was forgettable.,The Avengers,The Avengers - Movie Reviews
281,Andrew B,"Jan 28, 2016","A movie has to be pretty bad for me to give it one star. I'm not one of those people who either loves or hates everything, and everything is either five or one stars. (I hate those people though). Most movies are 2,3, or 4 stars, unless they really and truly stand out. This movie deserves its one star.",The Avengers,The Avengers - Movie Reviews
282,Celia P,"Jan 16, 2016",This was just ridiculous. I had to stop watching,The Avengers,The Avengers - Movie Reviews
283,Art L,"Jan 14, 2016",This was an interesting kind of bad,The Avengers,The Avengers - Movie Reviews
284,Mo A,"Nov 06, 2021","If you want a super hero movie that's way outside of the realm of reality, then this is for you. This instalment perpetuates the deviation from the original theme (of just pure cars) to this now-spy thriller superhero action movie. They might as well call the Torreto character The Incredible Hulk. Besides the touching tribute and nostalgia of Paul Walker, this movie lacked substance. It just felt like a super-funded run-of-the-mill action movie.",Furious 7,Furious 7 - Movie Reviews
285,Joey V,"Oct 07, 2021",When it comes to fast and furious it just doesn't get better than this there are so many impressive set pieces/stunts the action is phenomenal they hit the nail on the head by bringing in Jason Statham who absolutely kills it as Deckard Shaw his fight scene with Hobbs (the rock) is very well choreographed this films ending is the perfect send off for Brian o Conner and a touching tribute to Paul walker,Furious 7,Furious 7 - Movie Reviews
286,Pedro Miguel D,"Sep 16, 2021","James Wan takes the franchise to another level. Fast and Furious 7 continues the action up there, but now it's also added some pretty accurate dramatic weight. (8/10)",Furious 7,Furious 7 - Movie Reviews
287,JAKEJACOBJORDANJAKE B,"Sep 16, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌟🌟🌟🌟🌟,Furious 7,Furious 7 - Movie Reviews
288,Pancho G,"Sep 14, 2021",It didn't work for me. A step back in the saga. After 6 movies obviously you love the character of Paul Walker but i want a movie beyond that. 6/10,Furious 7,Furious 7 - Movie Reviews
289,Smith T,"Aug 25, 2021","It's fun and stylish, but I just couldn't get passed how cringey it all was, and I'm not just talking about the over the top action either, but the awkward chemistry between the actors, and the horrendous dialogue, and how everything just seemed to work in favor of the good guys. Oh, and don't even get me started on those ""dramatic"" moments - those had me literally laughing on the floor!",Furious 7,Furious 7 - Movie Reviews
290,Sugon M,"Aug 23, 2021","Genuinely heartfelt, and fun. Love the introduction to Deckard Shaw at the beginning, and all of the setpieces here. The Fast saga is genuinely one of the most fun franchises ever, and I'm happy we have it.",Furious 7,Furious 7 - Movie Reviews
291,Omar A,"Aug 22, 2021",Jamás la dejaré verla 😭,Furious 7,Furious 7 - Movie Reviews
292,Christian K,"Aug 20, 2021","That's right, no misprint here. The seventh instalment of this ludicrous franchise shows no signs of letting up in the ridiculousness stakes, with James Wan behind the camera as the crew globe trot all over the world resulting in some truly insane set pieces (the skyscraper car leaping in Abu Dhabi is a particular highlight). It all ends on a poignant note, with a fitting dedication to Paul Walker who tragically passed away during filming. It's the best entry bar Fast Five.",Furious 7,Furious 7 - Movie Reviews
